city,year,air_quality_rating
Damparis,2021,Moderate
Damtal,2011,Moderate
Damtal,2012,Moderate
Damtal,2013,Moderate
Damtal,2014,Moderate
Damtal,2015,Moderate
Damtal,2020,Moderate
Dandong,2014,Moderate
Dandong,2015,Moderate
Dandong,2016,Moderate
Dandong,2017,Moderate
Dandong,2018,Moderate
Dandong,2020,Moderate
Danjiangkou,2015,Moderate
Danjiangkou,2016,Moderate
Danjiangkou,2018,Moderate
Danjiangkou,2019,Moderate
Dankuni,2015,Moderate
Dankuni,2020,Moderate
Danlong road,2018,Moderate
Dantu qu,2018,Moderate
Dantu qu,2019,Moderate
Daoli district,2018,Moderate
Daoli district,2019,Moderate
Daoli qu,2018,Moderate
Daoli qu,2019,Moderate
"Daphne-Fairhope-Foley, AL",2010,Moderate
"Daphne-Fairhope-Foley, AL",2011,Moderate
"Daphne-Fairhope-Foley, AL",2012,Moderate
"Daphne-Fairhope-Foley, AL",2013,Moderate
"Daphne-Fairhope-Foley, AL",2014,Moderate
"Daphne-Fairhope-Foley, AL",2015,Moderate
"Daphne-Fairhope-Foley, AL",2016,Moderate
"Daphne-Fairhope-Foley, AL",2017,Moderate
"Daphne-Fairhope-Foley, AL",2018,Moderate
"Daphne-Fairhope-Foley, AL",2019,Moderate
"Daphne-Fairhope-Foley, AL",2020,Moderate
"Daphne-Fairhope-Foley, AL",2021,Moderate
Daqing,2014,Moderate
Daqing,2015,Moderate
Daqing,2016,Moderate
Daqing,2017,Moderate
Daqing,2018,Moderate
Daqing,2020,Moderate
Daranga,2020,Moderate
Darfo,2013,Moderate
Darfo,2014,Moderate
Darfo,2015,Moderate
Darfo,2016,Moderate
Darfo,2017,Moderate
Darfo,2018,Moderate
Darfo,2019,Moderate
Darfo,2020,Moderate
Darfo,2021,Moderate
Darfo boario terme,2010,Moderate
Darfo boario terme,2013,Moderate
Darjeeling,2020,Moderate
Darman,2020,Moderate
Darmstadt,2010,Moderate
Darmstadt,2013,Moderate
Darmstadt,2014,Moderate
Darmstadt,2015,Moderate
Darmstadt,2016,Moderate
Darmstadt,2017,Moderate
Darmstadt,2018,Moderate
Darmstadt,2019,Good
Darmstadt,2020,Good
Darmstadt,2021,Good
Dartmouth,2013,Moderate
Darwen,2013,Moderate
Darwin,2013,Good
Darwin,2014,Moderate
Darwin,2015,Moderate
Darwin,2016,Good
Darwin,2017,Good
Darwin,2018,Good
Darwin,2019,Moderate
Daszyna,2013,Moderate
Daszyna,2014,Moderate
Daszyna,2015,Moderate
Daszyna,2016,Moderate
Daszyna,2017,Moderate
Daszyna,2018,Moderate
Daszyna,2019,Moderate
Daszyna,2020,Moderate
Datong,2014,Moderate
Datong,2015,Moderate
Datong,2016,Moderate
Datong,2017,Moderate
Datong,2018,Moderate
Datong,2020,Moderate
Datong qu,2018,Moderate
Datong qu,2019,Moderate
Datong shi,2018,Moderate
Datong shi,2019,Moderate
Datteln,2010,Moderate
Datteln,2013,Moderate
Datteln,2014,Moderate
Datteln,2015,Moderate
Datteln,2016,Moderate
Datteln,2017,Moderate
Datteln,2018,Moderate
Datteln,2019,Moderate
Datteln,2020,Good
Datteln,2021,Moderate
Davangere,2011,Moderate
Davangere,2013,Moderate
Davangere,2014,Moderate
Davao city,2013,Moderate
"Davenport-Moline-Rock Island, IA-IL",2010,Moderate
"Davenport-Moline-Rock Island, IA-IL",2011,Moderate
"Davenport-Moline-Rock Island, IA-IL",2012,Moderate
"Davenport-Moline-Rock Island, IA-IL",2013,Moderate
"Davenport-Moline-Rock Island, IA-IL",2014,Moderate
"Davenport-Moline-Rock Island, IA-IL",2015,Moderate
"Davenport-Moline-Rock Island, IA-IL",2016,Moderate
"Davenport-Moline-Rock Island, IA-IL",2017,Moderate
"Davenport-Moline-Rock Island, IA-IL",2018,Moderate
"Davenport-Moline-Rock Island, IA-IL",2019,Moderate
"Davenport-Moline-Rock Island, IA-IL",2020,Moderate
"Davenport-Moline-Rock Island, IA-IL",2021,Moderate
Daverat,2016,Moderate
Daverat,2017,Moderate
Daverat,2018,Moderate
Daverat,2019,Moderate
Daverat,2020,Moderate
Daverat,2021,Moderate
Davos,2011,Moderate
Davos,2012,Moderate
Davos,2013,Moderate
Davos,2014,Moderate
Davos,2015,Moderate
Davos,2016,Good
Davos,2017,Moderate
Davos,2018,Moderate
Davos,2019,Good
Davos,2020,Good
Davos,2021,Good
Dawa qu,2018,Moderate
Dawa qu,2019,Moderate
Dawki,2011,Moderate
Dawki,2012,Moderate
Dawki,2013,Moderate
Dawki,2014,Moderate
Dawki,2015,Moderate
Dawki,2020,Moderate
Dax,2010,Moderate
Dax,2013,Moderate
Dax,2014,Moderate
Dax,2015,Moderate
Dax,2016,Good
Dax,2017,Good
Dax,2018,Good
Dax,2019,Good
Dax,2020,Good
Dax,2021,Good
Daxiang district,2015,Moderate
Daxiang district,2016,Moderate
Daxiang qu,2015,Moderate
Daxiang qu,2016,Moderate
Daxiang qu,2018,Moderate
Daxiang qu,2019,Moderate
Daye shi,2018,Moderate
Daye shi,2019,Moderate
"Dayton, OH",2010,Moderate
"Dayton, OH",2011,Moderate
"Dayton, OH",2012,Moderate
"Dayton, OH",2013,Moderate
"Dayton, OH",2014,Moderate
"Dayton, OH",2015,Moderate
"Dayton, OH",2016,Moderate
"Dayton, OH",2017,Moderate
"Dayton, OH",2018,Moderate
"Dayton, OH",2019,Moderate
"Dayton, OH",2020,Moderate
"Dayton, OH",2021,Moderate
Dazhou,2016,Poor
Dazhou,2017,Moderate
Dazhou,2018,Moderate
Dazhou,2020,Moderate
De Rips,2013,Moderate
De Rips,2014,Moderate
De Rips,2015,Moderate
De Rips,2016,Good
De Rips,2017,Good
De Rips,2018,Moderate
De Rips,2019,Moderate
De Rips,2020,Good
De rijp,2013,Moderate
De rips,2013,Moderate
Debica,2015,Moderate
Debica,2016,Moderate
Debica,2017,Moderate
Debica,2018,Moderate
Debica,2019,Moderate
Debica,2020,Moderate
Debno Polskie,2013,Moderate
Debolt,2015,Moderate
Debolt,2016,Moderate
Debolt,2017,Moderate
Debolt,2018,Moderate
Debolt,2019,Moderate
Debolt,2020,Moderate
Debrecen,2010,Moderate
Debrecen,2013,Moderate
Debrecen,2014,Moderate
Debrecen,2015,Moderate
Debrecen,2016,Moderate
Debrecen,2017,Moderate
Debrecen,2018,Moderate
Debrecen,2019,Moderate
Debrecen,2020,Moderate
"Decatur, AL",2010,Moderate
"Decatur, AL",2011,Moderate
"Decatur, AL",2012,Moderate
"Decatur, AL",2013,Moderate
"Decatur, AL",2014,Moderate
"Decatur, AL",2015,Moderate
"Decatur, AL",2016,Moderate
"Decatur, AL",2017,Moderate
"Decatur, AL",2018,Moderate
"Decatur, AL",2019,Moderate
"Decatur, AL",2020,Moderate
"Decatur, AL",2021,Moderate
Decheng qu,2018,Moderate
Decheng qu,2019,Moderate
Decin,2010,Moderate
Decin,2013,Moderate
Decín,2013,Moderate
Decín,2014,Moderate
Decín,2015,Moderate
Decín,2016,Moderate
Decín,2017,Moderate
Decín,2018,Moderate
Decín,2019,Moderate
Decín,2020,Moderate
Decín,2021,Moderate
Degirmendere,2015,Moderate
Degirmendere,2016,Moderate
Degirmendere,2017,Moderate
Degirmendere,2018,Moderate
Degirmendere,2019,Moderate
Degirmendere,2020,Moderate
Dehloran,2016,Moderate
Dehong,2017,Moderate
Dehong,2018,Moderate
Dehradun,2011,Moderate
Dehradun,2012,Moderate
Dehradun,2013,Moderate
Dehradun,2015,Moderate
Dehradun,2020,Moderate
Deisterstraße,2013,Moderate
Dej,2016,Moderate
Dej,2017,Moderate
Dej,2018,Moderate
Dej,2019,Moderate
Dej,2021,Moderate
Delhi,2010,Moderate
Delhi,2011,Moderate
Delhi,2012,Moderate
Delhi,2013,Poor
Delhi,2014,Poor
Delhi,2015,Moderate
Delhi,2016,Poor
Delhi,2017,Moderate
Delhi,2018,Moderate
Delhi,2019,Moderate
Delhi,2020,Poor
Delingha shi,2015,Moderate
Delingha shi,2016,Moderate
Delitzsch,2010,Moderate
Deloraine,2019,Moderate
Delta,2013,Moderate
Delta,2015,Moderate
Delta,2016,Moderate
Delta,2017,Moderate
Delta,2018,Moderate
Delta,2019,Moderate
Delta,2020,Moderate
Delta region,2013,Moderate
Delta region,2014,Moderate
Delta region,2015,Moderate
"Deltona-Daytona Beach-Ormond Beach, FL",2010,Moderate
"Deltona-Daytona Beach-Ormond Beach, FL",2011,Moderate
"Deltona-Daytona Beach-Ormond Beach, FL",2012,Moderate
"Deltona-Daytona Beach-Ormond Beach, FL",2013,Moderate
"Deltona-Daytona Beach-Ormond Beach, FL",2014,Moderate
"Deltona-Daytona Beach-Ormond Beach, FL",2015,Moderate
"Deltona-Daytona Beach-Ormond Beach, FL",2016,Moderate
"Deltona-Daytona Beach-Ormond Beach, FL",2017,Moderate
"Deltona-Daytona Beach-Ormond Beach, FL",2018,Moderate
"Deltona-Daytona Beach-Ormond Beach, FL",2019,Moderate
"Deltona-Daytona Beach-Ormond Beach, FL",2020,Moderate
"Deltona-Daytona Beach-Ormond Beach, FL",2021,Moderate
Delémont,2011,Moderate
Delémont,2012,Moderate
Delémont,2013,Moderate
Delémont,2014,Moderate
Delémont,2015,Moderate
Delémont,2016,Moderate
Delémont,2017,Moderate
Delémont,2018,Moderate
Delémont,2019,Moderate
Delémont,2020,Moderate
Delémont,2021,Moderate
Den haag,2010,Moderate
Den haag,2013,Moderate
Denain,2010,Moderate
Denain,2013,Moderate
Denain,2014,Moderate
Denain,2015,Moderate
Denain,2016,Moderate
Denain,2017,Moderate
Denain,2018,Moderate
Denain,2019,Moderate
Denain,2020,Moderate
Denain,2021,Moderate
Denizli,2010,Moderate
Denizli,2015,Moderate
Denizli,2016,Moderate
Denizli,2017,Moderate
Denizli,2018,Moderate
Denizli,2019,Moderate
Denizli,2020,Moderate
"Denver-Aurora-Lakewood, CO",2010,Moderate
"Denver-Aurora-Lakewood, CO",2011,Moderate
"Denver-Aurora-Lakewood, CO",2012,Moderate
"Denver-Aurora-Lakewood, CO",2013,Moderate
"Denver-Aurora-Lakewood, CO",2014,Moderate
"Denver-Aurora-Lakewood, CO",2015,Moderate
"Denver-Aurora-Lakewood, CO",2016,Moderate
"Denver-Aurora-Lakewood, CO",2017,Moderate
"Denver-Aurora-Lakewood, CO",2018,Moderate
"Denver-Aurora-Lakewood, CO",2019,Moderate
"Denver-Aurora-Lakewood, CO",2020,Moderate
"Denver-Aurora-Lakewood, CO",2021,Moderate
Deols,2010,Moderate
Dera Baba Nanak,2020,Moderate
Dera Bassi,2020,Moderate
Dera baba nanak,2011,Moderate
Dera baba nanak,2012,Moderate
Dera baba nanak,2013,Moderate
Dera baba nanak,2014,Moderate
Dera baba nanak,2015,Moderate
Derabassi,2011,Moderate
Derabassi,2012,Moderate
Derabassi,2013,Moderate
Derabassi,2014,Moderate
Derabassi,2015,Moderate
Derby,2017,Moderate
Derby,2018,Moderate
Derby,2019,Good
Derby,2020,Moderate
Dernice,2010,Moderate
Dernice,2013,Moderate
Dernice,2014,Moderate
Dernice,2015,Moderate
Dernice,2016,Good
Dernice,2017,Moderate
Dernice,2018,Moderate
Dernice,2019,Good
Dernice,2020,Good
Dernice,2021,Good
Derry & Strabane Local Government District,2013,Moderate
Derry & Strabane Local Government District,2014,Moderate
Derry & Strabane Local Government District,2015,Moderate
Derry & Strabane Local Government District,2016,Moderate
Derry & Strabane Local Government District,2017,Good
Derry & Strabane Local Government District,2018,Good
Derry & Strabane Local Government District,2019,Good
Derry City and Strabane,2020,Good
"Des Moines-West Des Moines, IA",2010,Moderate
"Des Moines-West Des Moines, IA",2011,Good
"Des Moines-West Des Moines, IA",2012,Moderate
"Des Moines-West Des Moines, IA",2013,Good
"Des Moines-West Des Moines, IA",2014,Good
"Des Moines-West Des Moines, IA",2015,Good
"Des Moines-West Des Moines, IA",2016,Good
"Des Moines-West Des Moines, IA",2017,Good
"Des Moines-West Des Moines, IA",2018,Good
"Des Moines-West Des Moines, IA",2019,Good
"Des Moines-West Des Moines, IA",2020,Good
"Des Moines-West Des Moines, IA",2021,Moderate
Deschambault,2013,Moderate
Deschambault,2015,Moderate
Deschambault,2016,Moderate
Deschambault,2017,Moderate
Deschambault,2018,Moderate
Deschambault,2019,Moderate
Deschambault,2020,Moderate
Desheng east street,2018,Moderate
Desheng east street,2019,Moderate
Desinic,2015,Moderate
Desinic,2016,Moderate
Desinic,2017,Moderate
Desinic,2018,Moderate
Desinic,2019,Moderate
Desinic,2020,Moderate
Desna,2010,Moderate
Desna,2013,Moderate
Desná,2013,Moderate
Desná,2014,Moderate
Desná,2015,Moderate
Desná,2016,Moderate
Desná,2017,Moderate
Desná,2018,Moderate
Desná,2019,Moderate
Desná,2020,Moderate
Desná,2021,Moderate
Dessau,2010,Moderate
Dessau-Roßlau,2013,Moderate
Dessau-Roßlau,2014,Moderate
Dessau-Roßlau,2015,Moderate
Dessau-Roßlau,2016,Moderate
Dessau-Roßlau,2017,Moderate
Dessau-Roßlau,2018,Moderate
Dessau-Roßlau,2019,Moderate
Dessau-Roßlau,2021,Moderate
Dessel,2010,Moderate
Dessel,2013,Moderate
Dessel,2014,Moderate
Dessel,2015,Moderate
Dessel,2016,Moderate
Dessel,2017,Moderate
Dessel,2018,Moderate
Dessel,2019,Moderate
Dessel,2020,Good
Destelbergen,2010,Moderate
Destelbergen,2013,Moderate
Destelbergen,2014,Moderate
Destelbergen,2015,Moderate
Destelbergen,2016,Moderate
Destelbergen,2017,Moderate
Destelbergen,2018,Moderate
Destelbergen,2019,Moderate
Destelbergen,2020,Moderate
"Detroit-Warren-Dearborn, MI",2010,Moderate
"Detroit-Warren-Dearborn, MI",2011,Moderate
"Detroit-Warren-Dearborn, MI",2012,Moderate
"Detroit-Warren-Dearborn, MI",2013,Moderate
"Detroit-Warren-Dearborn, MI",2014,Moderate
"Detroit-Warren-Dearborn, MI",2015,Moderate
"Detroit-Warren-Dearborn, MI",2016,Moderate
"Detroit-Warren-Dearborn, MI",2017,Moderate
"Detroit-Warren-Dearborn, MI",2018,Moderate
"Detroit-Warren-Dearborn, MI",2019,Good
"Detroit-Warren-Dearborn, MI",2020,Good
"Detroit-Warren-Dearborn, MI",2021,Moderate
Deutschlandsberg,2010,Moderate
Deutschlandsberg,2013,Moderate
Deutschlandsberg,2014,Moderate
Deutschlandsberg,2015,Moderate
Deutschlandsberg,2016,Moderate
Deutschlandsberg,2017,Moderate
Deutschlandsberg,2018,Moderate
Deutschlandsberg,2019,Moderate
Deutschlandsberg,2020,Moderate
Deutschlandsberg,2021,Moderate
Deva,2010,Moderate
Deva,2013,Moderate
Deva,2014,Moderate
Deva,2015,Moderate
Deva,2016,Moderate
Deva,2017,Moderate
Deva,2018,Moderate
Deva,2019,Moderate
Deva,2021,Moderate
Deva,2022,Moderate
Devanagere,2012,Moderate
Devanagere,2020,Moderate
Devnia,2010,Moderate
Devnya,2013,Moderate
Devnya,2014,Moderate
Devnya,2015,Moderate
Devnya,2016,Moderate
Devnya,2017,Moderate
Devnya,2018,Moderate
Devnya,2019,Moderate
Devnya,2020,Moderate
Devnya,2021,Moderate
Devnya,2022,Moderate
Devonport,2019,Moderate
"Devonport, tasmania",2013,Moderate
Dewas,2011,Moderate
Dewas,2012,Moderate
Dewas,2013,Moderate
Dewas,2014,Moderate
Dewas,2015,Moderate
Dewas,2017,Moderate
Dewas,2020,Moderate
Deyang,2014,Moderate
Deyang,2015,Moderate
Deyang,2016,Moderate
Deyang,2017,Moderate
Deyang,2018,Moderate
Deyang,2020,Moderate
Dezhou,2014,Moderate
Dezhou,2015,Moderate
Dezhou,2016,Moderate
Dezhou,2017,Moderate
Dezhou,2018,Moderate
Dezhou,2020,Moderate
Dezhou shi,2018,Moderate
Dezhou shi,2019,Moderate
Dhaka,2010,Moderate
Dhaka,2011,Moderate
Dhaka,2012,Moderate
Dhaka,2013,Poor
Dhaka,2014,Moderate
Dhaka,2015,Poor
Dhaka,2016,Moderate
Dhaka,2017,Poor
Dhaka,2018,Moderate
Dhaka,2019,Moderate
Dhanbad,2011,Moderate
Dhanbad,2012,Moderate
Dhanbad,2020,Moderate
Dharamshala,2015,Moderate
Dharamshala,2020,Moderate
Dharwar,2011,Moderate
Dharwar,2013,Moderate
Dharwar,2014,Moderate
Dhm pokhara,2019,Moderate
Dhulikhel,2019,Moderate
Di wu da dao,2018,Moderate
Diabla Góra,2013,Moderate
Diabla Góra,2014,Moderate
Diabla Góra,2015,Moderate
Diabla Góra,2016,Moderate
Diabla Góra,2017,Moderate
Diabla Góra,2018,Moderate
Diabla Góra,2019,Moderate
Diabla Góra,2020,Good
Diabla gora,2010,Moderate
Diabla gora,2013,Moderate
Diadema,2010,Moderate
Diadema,2011,Moderate
Diadema,2012,Moderate
Diadema,2013,Moderate
Diadema,2014,Moderate
Diadema,2015,Moderate
Diadema,2016,Moderate
Diadema,2018,Moderate
Diadema,2019,Moderate
Dianbai qu,2018,Moderate
Dianbai qu,2019,Moderate
Dianjun qu,2018,Moderate
Dianjun qu,2019,Moderate
Dias d'avila,2010,Moderate
Dias d'avila,2011,Moderate
Dias d'avila,2012,Moderate
Dias d'avila,2013,Moderate
Dias d'avila,2014,Moderate
Dias d'avila,2015,Moderate
Dias d'ivila,2010,Moderate
Dias d'ivila,2011,Moderate
Dias d'ivila,2012,Moderate
Dias d'ivila,2013,Moderate
Dias d'ivila,2015,Moderate
Dibrugarh,2012,Moderate
Dibrugarh,2013,Moderate
Dibrugarh,2014,Moderate
Dibrugarh,2015,Moderate
Dibrugarh,2020,Moderate
"Dickinson, ND",2010,Moderate
"Dickinson, ND",2011,Moderate
"Dickinson, ND",2012,Moderate
"Dickinson, ND",2013,Moderate
"Dickinson, ND",2014,Moderate
"Dickinson, ND",2015,Moderate
"Dickinson, ND",2016,Moderate
"Dickinson, ND",2017,Moderate
"Dickinson, ND",2018,Moderate
"Dickinson, ND",2019,Moderate
"Dickinson, ND",2020,Moderate
"Dickinson, ND",2021,Moderate
Didcot,2010,Good
Didcot,2013,Moderate
Diecai district,2018,Moderate
Diecai district,2019,Moderate
Diekirch,2018,Moderate
Diekirch,2019,Moderate
Diekirch,2020,Moderate
Dieme,2010,Moderate
Diepenbeek,2010,Moderate
Diepenbeek,2013,Moderate
Diepenbeek,2014,Moderate
Diepenbeek,2015,Moderate
Diepenbeek,2016,Moderate
Diepkloof,2014,Moderate
Dieppe,2013,Moderate
Dieppe,2014,Poor
Dieppe,2015,Moderate
Dieppe,2016,Moderate
Dieppe,2017,Moderate
Dieppe,2018,Moderate
Dieppe,2019,Moderate
Dieppe,2020,Moderate
Dieppe,2021,Moderate
Dieulefit,2010,Moderate
Dieulefit,2013,Moderate
Dieuze,2010,Moderate
Differdange,2020,Moderate
Dijon,2010,Moderate
Dijon,2013,Moderate
Dijon,2014,Moderate
Dijon,2015,Moderate
Dijon,2016,Moderate
Dijon,2017,Good
Dijon,2018,Good
Dijon,2019,Good
Dijon,2020,Good
Dijon,2021,Good
Dillingen,2010,Moderate
Dillingen,2013,Moderate
Dillingen,2014,Moderate
Dillingen,2015,Moderate
Dillingen,2016,Moderate
Dillingen,2017,Moderate
Dillingen,2018,Moderate
Dillingen,2019,Moderate
Dillingen,2020,Moderate
Dillingen,2021,Moderate
Dillingen/saar,2013,Moderate
Dimapur,2012,Moderate
Dimapur,2020,Moderate
Dimitrovgrad,2010,Moderate
Dimitrovgrad,2013,Moderate
Dimitrovgrad,2014,Moderate
Dimitrovgrad,2015,Moderate
Dimitrovgrad,2016,Moderate
Dimitrovgrad,2017,Moderate
Dimitrovgrad,2018,Moderate
Dimitrovgrad,2019,Moderate
Dimitrovgrad,2020,Moderate
Dimitrovgrad,2021,Moderate
Dimitrovgrad,2022,Moderate
Dingcheng qu,2018,Moderate
Dingcheng qu,2019,Moderate
Dinghai qu,2018,Moderate
Dinghai qu,2019,Moderate
Dinghu qu,2018,Moderate
Dinghu qu,2019,Moderate
Dingxi,2016,Moderate
Dingxi,2017,Moderate
Dingxi,2018,Moderate
Dingxi shi,2015,Moderate
Dingxi shi,2016,Moderate
Dinslaken,2010,Moderate
Dinslaken,2013,Moderate
Diqing,2017,Moderate
Diqing,2018,Moderate
Diqing zangzuzizhizhou,2015,Moderate
Diqing zangzuzizhizhou,2016,Moderate
Diqing zangzuzizhizhou,2018,Moderate
Diqing zangzuzizhizhou,2019,Moderate
Distrito Nacional,2019,Moderate
Distrito Nacional,2020,Moderate
Distrito Nacional,2021,Moderate
Distroff,2010,Moderate
Distroff,2013,Moderate
Diyarbakir,2010,Moderate
Dobczyce,2016,Moderate
Doberdò del Lago,2014,Moderate
Doberdò del Lago,2015,Moderate
Doberdò del Lago,2016,Moderate
Doberdò del Lago,2017,Moderate
Doberdò del Lago,2018,Moderate
Doberdò del Lago,2019,Moderate
Doberdò del Lago,2020,Moderate
Doberdò del Lago,2021,Moderate
Dobrich,2010,Moderate
Dobrich,2013,Moderate
Dobrich,2014,Moderate
Dobrich,2015,Moderate
Dobrich,2016,Moderate
Dobrich,2017,Moderate
Dobrich,2018,Moderate
Dobrich,2019,Moderate
Dobrich,2020,Moderate
Dobrich,2021,Moderate
Dobrich,2022,Moderate
Dobrota,2020,Moderate
Dock Sud,2020,Good
Dock Sud,2021,Moderate
"Dodge City, KS",2010,Moderate
"Dodge City, KS",2011,Moderate
"Dodge City, KS",2012,Moderate
"Dodge City, KS",2013,Moderate
"Dodge City, KS",2014,Moderate
"Dodge City, KS",2015,Moderate
"Dodge City, KS",2016,Moderate
"Dodge City, KS",2017,Moderate
"Dodge City, KS",2018,Moderate
"Dodge City, KS",2019,Moderate
"Dodge City, KS",2020,Moderate
"Dodge City, KS",2021,Moderate
Dogankent,2015,Moderate
Dogankent,2016,Moderate
Dogankent,2017,Moderate
Dogankent,2018,Moderate
Dogankent,2019,Moderate
Dogankent,2020,Moderate
Dogubayazit,2018,Moderate
Dogubayazit,2019,Moderate
Dogubayazit,2020,Moderate
Doha,2012,Moderate
Doha,2017,Moderate
Doha,2018,Poor
Doha,2019,Poor
Doha,2020,Moderate
Doha,2021,Moderate
Doksany,2010,Moderate
Doksany,2013,Moderate
Dole,2010,Moderate
Dole,2013,Moderate
Dole,2014,Moderate
Dole,2015,Moderate
Dole,2016,Moderate
Dole,2017,Moderate
Dole,2018,Moderate
Dole,2019,Moderate
Dole,2020,Moderate
Dole,2021,Moderate
Dolga Vas,2013,Moderate
Dolga Vas,2014,Moderate
Dolga Vas,2015,Good
Dolga Vas,2016,Good
Dolga Vas,2017,Good
Dolga Vas,2018,Moderate
Dolga Vas,2019,Good
Dolga Vas,2020,Moderate
Dolni lutyne,2010,Moderate
Dolni lutyne,2013,Moderate
Dolni studenky,2010,Moderate
Dolni studenky,2013,Moderate
Dolní Lutyne,2013,Moderate
Dolní Lutyne,2014,Moderate
Dolní Lutyne,2015,Moderate
Dolní Lutyne,2016,Moderate
Dolní Lutyne,2017,Moderate
Dolní Lutyne,2018,Moderate
Dolní Lutyne,2019,Moderate
Dolní Lutyne,2020,Moderate
Dolní Lutyne,2021,Moderate
Dolní Rychnov,2013,Moderate
Dolní Rychnov,2014,Moderate
Dolní Rychnov,2015,Moderate
Dolní Rychnov,2016,Moderate
Dolní Rychnov,2017,Moderate
Dolní Rychnov,2018,Moderate
Dolní Rychnov,2019,Good
Dolní Rychnov,2020,Good
Dolní Rychnov,2021,Good
Dolní Studénky,2013,Moderate
Dolní Studénky,2014,Moderate
Dolní Studénky,2015,Moderate
Dolní Studénky,2016,Moderate
Dolní Studénky,2017,Moderate
Dolní Studénky,2018,Moderate
Dolní Studénky,2019,Moderate
Dolní Studénky,2020,Moderate
Dombivali,2019,Moderate
Dombivali,2020,Moderate
Dombivli,2012,Moderate
Dombivli,2013,Moderate
Dombivli,2014,Moderate
Dombivli,2015,Moderate
Domlur,2013,Moderate
Domodossola,2013,Moderate
Domodossola,2014,Moderate
Domodossola,2015,Moderate
Domodossola,2016,Moderate
Domodossola,2017,Moderate
Domodossola,2018,Moderate
Domodossola,2019,Moderate
Domodossola,2020,Moderate
Domodossola,2021,Moderate
Donawitz,2013,Moderate
Donawitz,2014,Moderate
Donawitz,2015,Moderate
Donawitz,2016,Moderate
Donawitz,2017,Moderate
Donawitz,2018,Moderate
Donawitz,2019,Moderate
Donawitz,2020,Moderate
Donawitz,2021,Moderate
Doncaster,2015,Moderate
Doncaster,2016,Moderate
Doncaster,2017,Moderate
Doncaster,2018,Moderate
Doncaster,2019,Moderate
Doncaster,2020,Moderate
Dongan qu,2018,Moderate
Dongan qu,2019,Moderate
Dongbao district,2015,Moderate
Dongbao district,2016,Moderate
Dongbao district,2018,Moderate
Dongbao district,2019,Moderate
Dongbao qu,2015,Moderate
Dongbao qu,2016,Moderate
Dongbao qu,2018,Moderate
Dongbao qu,2019,Moderate
Dongchang qu,2018,Moderate
Dongchang qu,2019,Moderate
Dongchangfu district,2018,Moderate
Dongchangfu district,2019,Moderate
Dongchangfu qu,2018,Moderate
Dongchangfu qu,2019,Moderate
Dongcheng qu,2018,Moderate
Dongcheng qu,2019,Moderate
Donges,2010,Moderate
Donges,2013,Moderate
Donges,2014,Moderate
Donges,2015,Moderate
Donges,2016,Moderate
Donges,2017,Moderate
Donges,2018,Moderate
Donges,2019,Moderate
Donges,2020,Moderate
Donges,2021,Good
Dongfeng district,2018,Moderate
Dongfeng district,2019,Moderate
Donggang qu,2018,Moderate
Donggang qu,2019,Moderate
Dongguan,2013,Poor
Dongguan,2014,Poor
Dongguan,2015,Moderate
Dongguan,2016,Moderate
Dongguan,2017,Moderate
Dongguan,2018,Moderate
Dongguan,2020,Moderate
Dongguan shi,2018,Moderate
Dongguan shi,2019,Moderate
Donghe district,2018,Moderate
Donghe district,2019,Moderate
Donghe qu,2018,Moderate
Donghe qu,2019,Moderate
Donghu qu,2018,Moderate
